task_id,project_id,sprint_id,task_title,task_type,priority_moscow,assignee_role,experience_years,team_size,sprint_length_days,story_points,estimated_hours,actual_hours,dependencies_count,blockers_count,requirement_changes,communication_volume,sentiment_score,ai_suggestion_used,ai_acceptance_rate,override_requested,status,task_success,success_probability
15367,263,24,Refactor database query,Feature,Should,Designer,2.5,10,14,3,8.8,6.9,1,1,0,15,0.38,1,0.62,0,Done,1,0.787
15368,426,6,Remove permission check,Refactor,Must,Developer,3.3,5,10,3,10.9,10.1,0,0,1,25,-0.12,1,0.51,0,Blocked,0,0.815
15369,397,35,Add API endpoint,Feature,Should,PM,3.9,9,14,5,15.7,22.7,0,3,0,9,-0.25,1,0.71,0,Blocked,1,0.53
15370,12,21,Improve deployment script,Feature,Won't,Developer,3.7,3,10,5,15.0,16.7,2,0,1,17,0.07,0,0.49,1,Done,1,0.706
15371,348,23,Implement UI component,Feature,Should,DevOps,0.7,4,14,3,9.3,12.2,1,0,1,16,-0.46,1,0.54,0,Done,1,0.719
15372,418,36,Add login flow,Bug,Should,QA,1.8,7,7,3,11.8,19.6,2,2,1,19,0.04,0,0.47,0,Done,1,0.459
15373,373,19,Add login flow,Bug,Should,Developer,3.2,9,14,5,12.9,13.5,1,0,0,12,0.61,1,0.66,1,Done,1,0.777
15374,249,19,Create permission check,Feature,Should,QA,3.1,4,10,5,14.5,18.3,2,1,0,4,0.31,0,0.24,0,Done,1,0.663
15375,168,23,Fix caching layer,Bug,Should,Developer,5.1,8,14,1,4.9,4.6,1,1,1,9,-0.04,0,0.05,0,Done,1,0.729
15376,337,38,Improve test suite,Bug,Must,Developer,2.4,11,21,3,2.8,3.1,2,0,0,18,-0.21,0,0.0,0,Done,1,0.752
15377,332,11,Refactor login flow,Documentation,Must,Developer,0.9,5,14,3,9.8,5.7,0,0,0,30,0.65,1,0.72,0,Done,1,0.874
15378,188,7,Add login flow,Feature,Could,DevOps,3.3,10,10,1,1.1,1.2,3,0,0,5,0.35,1,0.6,0,Done,1,0.757
15379,204,5,Investigate API endpoint,Chore,Must,Developer,4.1,9,14,3,10.4,8.3,1,1,1,4,0.52,1,0.63,0,Done,1,0.778
15380,185,30,Fix API endpoint,Documentation,Should,Developer,2.6,4,14,1,1.0,0.7,0,2,0,20,-0.03,1,1.0,0,Done,1,0.766
15381,23,1,Refactor UI component,Bug,Must,Developer,7.8,3,10,2,8.1,6.9,0,1,2,25,0.7,1,0.54,0,Done,1,0.785
15382,16,29,Refactor database query,Refactor,Could,Developer,3.0,9,14,13,35.1,33.6,1,1,0,17,-0.54,0,0.48,0,Done,1,0.741
15383,42,36,Improve deployment script,Feature,Must,Developer,4.4,3,10,2,3.9,5.2,0,1,0,8,0.42,0,0.14,1,Done,1,0.659
15384,212,28,Optimize error handling,Feature,Should,DevOps,3.2,6,14,8,24.2,23.1,1,1,0,18,-0.84,0,0.13,0,Done,1,0.724
15385,256,7,Remove login flow,Feature,Must,Developer,0.2,10,14,8,21.7,27.7,1,0,0,0,-0.39,1,1.0,0,Done,1,0.76
15386,205,27,Improve deployment script,Bug,Must,Developer,3.7,3,14,5,14.8,9.4,0,1,0,19,0.76,1,0.63,0,Done,1,0.837
15387,478,18,Update error handling,Documentation,Must,Developer,3.1,9,14,3,6.3,4.6,2,0,1,0,-0.34,1,0.91,0,Done,1,0.815
15388,113,1,Update error handling,Feature,Won't,Developer,4.0,5,14,8,22.9,28.8,1,1,0,8,0.18,0,0.62,0,Done,1,0.711
15389,197,8,Optimize test suite,Bug,Must,DevOps,0.0,11,21,8,25.9,36.5,2,2,0,2,-0.35,1,0.89,0,In Progress,0,0.556
15390,124,30,Refactor database query,Refactor,Must,Developer,0.9,6,14,2,6.7,12.6,1,4,1,30,0.87,0,0.05,0,Blocked,0,0.279
15391,150,23,Optimize database query,Bug,Must,QA,2.8,11,14,2,9.5,5.5,0,0,0,10,0.35,1,0.76,1,Done,1,0.855
15392,293,20,Implement error handling,Bug,Should,Developer,5.7,8,14,3,8.2,10.0,1,0,1,46,0.1,1,0.76,0,Done,1,0.754
15393,155,32,Improve test suite,Bug,Must,DevOps,4.0,7,14,8,26.1,19.2,0,1,0,8,-0.41,1,0.67,1,In Progress,0,0.772
15394,159,21,Remove error handling,Bug,Should,Developer,4.8,9,14,2,7.4,6.0,1,0,1,22,0.72,1,0.68,0,Done,1,0.837
15395,336,39,Optimize permission check,Feature,Should,PM,1.3,3,14,3,14.1,26.4,1,2,0,26,-0.12,0,0.03,1,Blocked,0,0.394
15396,416,3,Remove UI component,Bug,Should,Designer,3.7,6,10,3,16.1,22.6,3,2,0,0,0.65,0,0.16,0,To Do,0,0.529
15397,107,12,Refactor API endpoint,Bug,Must,Developer,2.8,7,14,5,16.3,16.7,3,0,0,22,0.02,1,0.58,0,Done,1,0.763
15398,56,8,Fix permission check,Feature,Should,DevOps,6.1,8,21,5,13.4,16.9,2,1,0,12,0.39,1,0.76,0,Done,1,0.713
15399,120,17,Fix error handling,Bug,Must,Developer,3.7,12,14,5,13.5,13.3,1,0,1,21,-1.0,0,0.34,0,Done,1,0.772
15400,289,37,Fix permission check,Bug,Could,DevOps,1.3,5,14,2,8.2,9.3,3,2,0,13,-0.09,1,0.76,0,Done,1,0.587
15401,480,17,Improve permission check,Bug,Could,Developer,0.7,4,10,5,13.8,14.1,2,1,0,23,0.29,1,0.62,1,Done,1,0.664
15402,81,13,Optimize database query,Bug,Must,Developer,4.8,11,14,2,6.6,4.0,0,0,1,17,0.73,1,0.92,0,Done,1,0.879
15403,22,4,Improve test suite,Bug,Should,Developer,6.3,9,10,3,6.1,4.2,1,0,0,13,0.23,0,0.56,0,Done,1,0.857
15404,265,16,Refactor documentation,Chore,Could,Developer,1.7,10,14,8,23.4,19.8,1,0,1,20,-0.24,0,0.0,0,Blocked,0,0.787
15405,496,10,Improve deployment script,Feature,Must,Developer,4.2,9,10,3,8.5,11.6,0,1,2,20,-0.32,0,0.01,0,Done,1,0.634
15406,277,8,Improve database query,Bug,Must,Developer,2.4,4,21,3,8.4,7.1,0,1,1,16,-1.0,1,0.71,0,Done,1,0.766
15407,463,6,Refactor caching layer,Bug,Should,DevOps,0.9,4,14,5,18.1,25.0,2,1,1,11,-0.25,0,0.48,0,Blocked,0,0.604
15408,322,26,Create deployment script,Bug,Must,Developer,6.3,6,10,3,10.1,10.4,1,0,1,19,0.51,0,0.05,0,Blocked,0,0.79
15409,16,29,Optimize caching layer,Chore,Could,Developer,4.5,11,14,5,17.0,15.1,1,1,1,29,0.64,0,0.28,0,Done,1,0.751
15410,214,30,Improve permission check,Refactor,Could,DevOps,2.5,5,14,5,16.0,14.0,1,0,0,19,0.43,0,0.11,0,Done,1,0.816
15411,386,3,Create documentation,Feature,Should,Developer,3.8,7,10,5,11.6,15.0,1,1,1,28,0.33,1,1.0,0,In Progress,0,0.692
15412,255,37,Investigate deployment script,Bug,Won't,Developer,4.2,9,14,3,10.6,14.0,1,2,1,0,0.04,0,0.17,0,In Progress,0,0.575
15413,98,21,Investigate API endpoint,Feature,Must,Developer,3.1,6,14,2,3.8,6.9,4,2,1,8,0.81,0,0.19,0,Blocked,0,0.39
15414,91,23,Improve documentation,Refactor,Could,Developer,3.9,12,10,5,13.4,13.0,1,0,2,25,-0.38,1,0.74,0,Done,1,0.778
15415,332,36,Remove UI component,Documentation,Must,DevOps,0.0,4,14,1,1.5,1.4,2,1,0,28,0.75,1,0.8,0,In Progress,0,0.74
15416,232,12,Update documentation,Refactor,Could,QA,5.6,6,7,8,28.4,33.4,0,1,0,31,0.27,0,0.0,0,Done,1,0.723
15417,288,21,Remove UI component,Feature,Could,Developer,4.2,3,10,8,24.5,23.2,0,2,0,18,0.9,1,0.94,0,Done,1,0.743
15418,187,3,Add error handling,Feature,Must,DevOps,4.7,12,14,3,9.7,9.0,2,0,0,27,-0.04,0,0.42,1,In Progress,0,0.76
15419,170,20,Implement API endpoint,Feature,Must,Developer,4.8,12,10,3,12.5,15.5,0,1,0,26,0.13,0,0.22,0,In Progress,0,0.722
15420,334,11,Implement API endpoint,Bug,Must,Developer,4.7,9,14,2,4.6,4.0,1,0,1,7,-0.38,1,0.8,0,Done,1,0.817
15421,4,8,Update test suite,Spike,Should,Developer,3.8,6,7,8,27.5,40.6,1,1,1,19,-0.25,1,0.89,0,Done,1,0.638
15422,218,25,Improve API endpoint,Bug,Won't,Developer,2.1,10,14,1,1.8,1.9,1,0,0,18,-0.2,1,0.74,0,Done,1,0.797
15423,186,6,Update test suite,Documentation,Should,Designer,0.7,6,10,3,8.6,5.0,0,0,0,16,0.03,1,0.62,1,Blocked,0,0.838
15424,390,39,Remove API endpoint,Feature,Should,Developer,2.5,11,14,3,7.7,11.1,0,1,1,24,-0.6,1,0.68,0,Done,1,0.657
15425,365,10,Fix deployment script,Feature,Should,Developer,0.7,4,10,3,7.4,9.8,1,0,1,11,-0.82,1,0.46,0,Done,1,0.702
15426,213,4,Investigate caching layer,Refactor,Must,QA,3.5,6,14,8,23.7,27.5,0,1,0,15,0.1,0,0.18,0,Done,1,0.733
15427,132,18,Add database query,Feature,Should,QA,5.2,9,10,1,5.4,4.3,1,0,1,14,-0.05,0,0.23,0,Done,1,0.815
15428,118,16,Add login flow,Feature,Must,DevOps,3.0,8,14,2,11.3,11.9,0,0,1,9,-0.35,1,0.97,0,Blocked,0,0.808
15429,106,27,Update documentation,Feature,Could,DevOps,2.8,6,14,5,10.2,10.2,2,0,0,12,1.0,1,1.0,1,Done,1,0.78
15430,137,27,Create deployment script,Bug,Should,QA,5.7,7,21,2,9.3,6.9,1,1,0,15,-0.06,0,0.08,0,Done,1,0.79
15431,381,24,Remove deployment script,Feature,Could,Developer,1.6,3,10,2,6.3,8.9,2,1,0,5,0.04,1,0.97,0,Done,1,0.648
15432,23,23,Improve caching layer,Documentation,Must,QA,5.6,4,10,8,23.5,21.9,2,1,2,22,-0.13,1,0.93,0,Done,1,0.715
15433,14,32,Optimize test suite,Chore,Should,QA,1.2,4,14,2,5.8,5.1,0,4,0,18,0.26,1,0.72,0,Blocked,1,0.566
15434,270,27,Improve deployment script,Refactor,Must,Developer,3.1,4,10,1,6.3,6.5,1,0,0,18,-0.68,0,0.56,0,Done,1,0.788
15435,112,6,Remove login flow,Feature,Must,Developer,1.8,6,14,2,7.8,12.2,1,1,2,24,-0.37,0,0.4,0,In Progress,0,0.568
15436,416,19,Add deployment script,Feature,Could,Developer,4.7,11,14,5,13.5,18.7,4,2,0,14,0.11,1,0.5,1,Done,1,0.461
15437,377,28,Improve API endpoint,Refactor,Should,Developer,0.5,3,14,1,4.9,5.8,0,0,3,19,0.78,0,0.54,0,Done,1,0.749
15438,385,11,Update database query,Feature,Must,PM,2.4,6,14,8,23.7,34.3,3,2,0,6,0.25,1,0.76,0,Done,1,0.533
15439,229,35,Investigate UI component,Bug,Could,Developer,0.0,9,10,2,4.4,5.2,1,1,2,23,-0.96,0,0.19,0,Done,1,0.612
15440,219,20,Update error handling,Feature,Must,Developer,4.9,5,14,3,5.9,8.7,1,0,3,21,0.23,0,0.53,0,Done,1,0.683
15441,213,13,Implement UI component,Bug,Should,Developer,4.3,3,14,5,12.7,11.7,1,1,0,14,0.52,1,0.95,0,Done,1,0.787
15442,99,16,Remove UI component,Bug,Should,Developer,3.1,6,7,5,15.8,20.2,2,0,1,16,0.5,0,0.59,0,Blocked,0,0.727
15443,284,25,Update deployment script,Bug,Must,Developer,3.5,7,14,8,22.6,13.4,0,1,0,11,0.28,1,0.92,0,In Progress,0,0.842
15444,432,29,Fix API endpoint,Refactor,Must,DevOps,4.3,6,7,8,25.1,28.6,0,0,1,17,0.39,0,0.04,0,Done,1,0.78
15445,129,11,Investigate error handling,Feature,Must,QA,4.9,4,14,5,17.6,22.7,2,1,1,26,-0.57,0,0.36,0,In Progress,0,0.633
15446,29,7,Investigate UI component,Feature,Must,Developer,4.0,5,21,1,2.2,2.9,1,1,0,9,0.23,1,0.69,1,Done,1,0.664
15447,283,4,Update test suite,Bug,Must,QA,2.4,6,7,1,2.4,3.4,1,2,1,24,-0.55,1,0.71,0,To Do,0,0.543
15448,200,20,Update caching layer,Refactor,Must,Developer,2.8,8,14,5,11.4,14.0,0,3,0,5,0.21,1,0.66,0,Blocked,0,0.581
15449,399,38,Add login flow,Feature,Could,Developer,2.4,7,14,5,18.0,21.0,1,2,0,23,0.34,0,0.16,0,Done,1,0.628
15450,429,39,Improve deployment script,Spike,Must,Developer,3.5,6,10,8,26.4,61.3,6,2,0,2,-0.39,1,0.87,0,Done,1,0.259
15451,476,23,Update login flow,Feature,Must,PM,6.0,6,21,1,2.6,4.3,2,0,2,33,-0.66,0,0.21,0,Done,1,0.612
15452,197,22,Improve database query,Feature,Should,Developer,4.5,11,14,5,14.1,12.6,1,0,0,29,-0.21,1,0.7,0,Done,1,0.824
15453,451,21,Add UI component,Bug,Must,Designer,5.0,8,14,3,8.6,16.0,1,3,1,17,-0.46,0,0.0,0,Blocked,0,0.356
15454,59,10,Investigate documentation,Feature,Should,Developer,4.0,3,7,2,6.4,10.6,2,0,2,17,-0.29,0,0.37,0,Done,1,0.609
15455,187,17,Fix caching layer,Bug,Should,Developer,3.7,8,14,3,10.1,12.0,1,0,1,18,-0.13,0,0.37,0,Done,1,0.756
15456,133,38,Fix UI component,Feature,Could,Developer,1.2,12,10,1,2.9,2.0,0,0,0,5,0.46,0,0.2,0,Done,1,0.851
15457,462,25,Fix documentation,Bug,Must,Developer,0.9,11,10,1,2.9,2.7,1,0,1,25,0.04,1,0.63,1,Done,1,0.753
15458,301,10,Update test suite,Feature,Must,Designer,1.0,3,14,5,16.9,15.0,1,1,0,6,-0.12,0,0.0,1,Done,1,0.689
15459,183,4,Add UI component,Feature,Must,Developer,6.2,11,14,3,10.4,12.9,1,1,1,24,0.59,1,1.0,0,Done,1,0.727
15460,77,31,Create caching layer,Bug,Should,QA,0.0,10,10,5,19.4,20.7,2,0,0,17,-0.39,0,0.09,0,Done,1,0.737
15461,392,37,Remove permission check,Chore,Must,QA,4.3,7,10,5,17.5,18.2,0,1,2,15,0.82,1,0.77,1,Done,1,0.706
15462,328,5,Refactor deployment script,Chore,Should,Developer,2.7,9,7,13,36.0,34.7,2,1,0,29,-0.31,1,0.63,0,To Do,0,0.712
15463,427,16,Update deployment script,Feature,Could,Developer,3.1,7,14,1,2.7,3.1,3,0,0,11,1.0,1,0.94,0,Done,1,0.773
15464,220,35,Fix caching layer,Documentation,Should,PM,2.4,6,14,2,5.2,3.2,1,1,1,30,1.0,1,0.7,1,Done,1,0.766
15465,75,11,Fix database query,Feature,Must,Developer,0.6,3,10,5,12.6,23.8,3,0,4,9,-0.29,0,0.47,0,Done,1,0.466
15466,168,8,Investigate caching layer,Chore,Should,Developer,3.7,5,14,5,15.2,16.7,2,1,1,6,0.73,0,0.08,0,Done,1,0.684
15467,311,16,Create caching layer,Documentation,Must,Developer,4.3,11,14,1,5.0,3.7,2,0,2,21,-0.07,1,0.84,0,Done,1,0.805
15468,121,16,Update error handling,Bug,Could,Developer,3.1,6,14,3,8.3,8.1,0,0,0,15,-0.64,0,0.05,0,Done,1,0.805
15469,36,20,Update documentation,Feature,Must,Developer,1.4,10,14,3,9.5,8.5,1,0,0,12,0.28,0,0.51,0,Done,1,0.818
15470,412,39,Update API endpoint,Spike,Could,Developer,3.1,10,7,3,9.2,11.4,1,0,1,26,0.32,0,0.16,1,In Progress,0,0.693
15471,266,39,Update caching layer,Bug,Won't,Developer,5.3,7,21,8,24.8,20.6,0,0,1,17,-0.31,1,0.67,0,Done,1,0.843
15472,199,24,Optimize error handling,Feature,Must,DevOps,2.7,6,14,13,36.4,67.1,4,1,1,11,0.72,0,0.04,0,To Do,0,0.458
15473,277,4,Improve error handling,Spike,Could,QA,5.7,12,14,3,12.9,13.4,0,1,0,0,-0.29,0,0.13,0,Done,1,0.755
15474,370,11,Improve deployment script,Bug,Could,Designer,2.4,4,14,2,7.2,9.2,2,3,0,7,1.0,1,0.7,0,Blocked,0,0.53
15475,1,8,Improve caching layer,Bug,Should,QA,1.3,6,14,3,7.5,12.7,1,2,3,9,0.96,1,0.65,1,In Progress,0,0.414
15476,221,1,Improve test suite,Bug,Could,Developer,6.9,8,21,8,29.3,38.6,1,3,1,16,-0.43,1,0.76,0,Blocked,1,0.53
15477,128,16,Add caching layer,Spike,Should,Developer,1.7,6,10,3,7.9,11.5,2,1,0,19,1.0,1,0.71,0,Blocked,0,0.651
15478,46,1,Remove API endpoint,Bug,Should,Developer,6.8,12,14,3,7.7,7.9,1,0,1,18,-0.04,1,0.83,0,Done,1,0.809
15479,18,23,Add test suite,Spike,Should,Developer,0.8,9,14,2,6.5,8.9,3,0,0,17,0.44,1,0.42,0,Done,1,0.694
15480,221,11,Investigate test suite,Feature,Won't,Designer,6.5,10,10,1,3.9,4.9,1,2,1,18,1.0,0,0.36,0,Done,1,0.629
15481,272,29,Improve database query,Refactor,Should,Developer,4.5,11,21,3,11.6,11.6,1,0,1,26,0.67,1,0.6,0,Blocked,0,0.813
15482,254,22,Investigate API endpoint,Bug,Must,DevOps,2.9,12,14,5,18.1,18.7,1,2,0,21,0.4,0,0.36,0,In Progress,0,0.668
15483,392,39,Update login flow,Feature,Should,Developer,3.7,5,14,1,3.5,3.2,0,1,1,24,0.48,1,0.68,0,Done,1,0.78
15484,229,20,Remove API endpoint,Feature,Could,QA,2.1,9,10,1,3.9,4.9,1,1,0,7,-0.54,1,0.8,0,Done,1,0.689
15485,295,7,Refactor test suite,Feature,Could,Developer,0.6,4,10,3,6.1,11.8,2,2,0,17,1.0,0,0.0,0,In Progress,0,0.422
15486,409,37,Remove permission check,Feature,Must,Developer,4.2,6,7,2,10.2,12.9,0,0,0,23,0.27,0,0.17,0,Done,1,0.779
15487,329,13,Update documentation,Refactor,Could,DevOps,3.4,4,14,13,37.0,35.3,1,1,0,16,0.6,0,0.07,0,To Do,0,0.751
15488,456,31,Optimize deployment script,Feature,Should,QA,4.6,5,10,3,9.6,8.1,0,0,2,23,0.19,1,0.58,0,Done,1,0.822
15489,111,32,Fix login flow,Refactor,Should,PM,2.4,9,10,3,11.6,17.5,1,2,0,12,-0.84,0,0.03,0,Done,1,0.514
15490,394,37,Create API endpoint,Spike,Should,Developer,1.4,8,14,8,22.5,33.0,1,1,0,27,-0.18,0,0.11,0,Done,1,0.624
15491,349,26,Refactor test suite,Refactor,Must,Developer,1.1,4,7,5,17.7,29.9,3,0,3,12,0.25,1,0.65,0,In Progress,0,0.556
15492,292,21,Fix UI component,Chore,Must,QA,0.0,7,14,5,13.5,18.5,1,0,3,25,0.38,1,0.89,0,Done,1,0.694
15493,2,16,Fix documentation,Bug,Must,Developer,2.0,12,7,3,10.1,10.5,2,1,0,39,0.43,0,0.39,0,Done,1,0.688
15494,271,18,Optimize login flow,Documentation,Should,Developer,4.9,6,14,3,9.8,7.8,0,1,1,22,0.57,0,0.58,0,Done,1,0.801
15495,430,32,Improve documentation,Chore,Must,DevOps,1.4,11,14,8,19.8,21.2,0,1,2,9,0.26,1,0.77,0,Done,1,0.723
15496,323,23,Investigate deployment script,Feature,Could,Developer,6.6,7,10,3,9.4,11.7,1,0,1,18,0.12,1,0.62,0,Done,1,0.769
15497,3,2,Remove UI component,Refactor,Must,PM,3.3,7,14,1,1.7,1.4,1,0,1,28,-0.21,1,0.75,0,Done,1,0.816
15498,144,15,Update permission check,Refactor,Must,Developer,0.6,8,14,1,7.2,9.5,1,3,0,1,0.05,0,0.4,0,Blocked,1,0.502
15499,285,37,Optimize caching layer,Chore,Could,Developer,1.8,10,7,13,38.7,38.9,0,0,2,13,-0.98,0,0.39,0,Done,1,0.759
15500,406,9,Investigate documentation,Feature,Must,Developer,2.9,9,14,8,23.6,36.0,1,0,3,19,0.13,0,0.54,0,Done,1,0.66
15501,223,19,Investigate login flow,Bug,Must,PM,3.7,10,14,5,14.6,13.1,0,1,0,10,0.84,0,0.13,0,Done,1,0.788
15502,429,34,Add database query,Spike,Must,DevOps,5.6,5,14,5,13.2,22.8,1,1,2,25,-0.1,0,0.46,0,In Progress,0,0.565
15503,398,12,Refactor documentation,Documentation,Should,PM,1.7,8,14,2,8.7,5.8,1,0,1,0,0.56,0,0.0,1,Done,1,0.791
15504,134,28,Optimize test suite,Feature,Must,Designer,1.7,6,14,5,7.9,16.7,3,1,2,29,-0.03,0,0.26,0,In Progress,0,0.383
15505,98,32,Update documentation,Bug,Could,Developer,1.2,4,14,8,25.3,21.8,0,0,1,8,-1.0,1,0.7,0,Done,1,0.811
15506,452,14,Add caching layer,Feature,Should,Designer,1.9,8,14,1,4.4,10.1,5,1,3,5,0.68,0,0.19,0,In Progress,0,0.29
15507,295,36,Implement database query,Refactor,Must,QA,3.2,12,7,1,1.0,1.6,0,1,2,24,-0.0,0,0.01,0,Blocked,0,0.581
15508,425,18,Fix test suite,Feature,Should,Developer,5.1,9,14,13,38.8,45.0,1,1,0,9,-0.01,0,0.52,1,In Progress,0,0.681
15509,462,12,Create login flow,Documentation,Could,Developer,2.2,8,14,13,39.1,26.8,0,1,1,20,0.03,1,0.37,0,Done,1,0.791
15510,213,10,Implement API endpoint,Bug,Could,Developer,3.9,11,10,5,14.6,12.8,1,1,0,25,0.12,1,0.6,0,To Do,0,0.77
15511,23,11,Add error handling,Feature,Must,Developer,5.4,9,10,1,2.6,4.0,0,2,2,25,-0.12,1,0.72,0,Done,1,0.555
15512,455,23,Create documentation,Feature,Could,Developer,7.5,7,14,5,11.3,22.6,2,2,2,24,-0.07,0,0.46,0,Done,1,0.4
15513,292,10,Optimize database query,Bug,Must,DevOps,1.6,10,7,1,1.7,1.5,0,0,0,16,0.43,1,0.5,0,In Progress,0,0.834
15514,61,15,Create API endpoint,Bug,Must,Developer,2.5,11,7,5,16.7,20.9,2,2,0,25,-0.46,0,0.13,1,To Do,0,0.497
15515,265,29,Create test suite,Refactor,Should,Developer,0.9,11,10,1,3.5,4.4,4,0,0,30,-0.67,0,0.2,0,In Progress,0,0.646
15516,14,36,Fix permission check,Bug,Could,PM,4.3,4,10,1,1.3,1.4,0,1,1,14,0.62,0,0.2,1,Done,1,0.694
15517,145,28,Add permission check,Bug,Should,DevOps,5.7,11,10,8,23.8,17.3,1,0,0,11,-0.45,1,0.56,0,Done,1,0.842
15518,174,22,Improve deployment script,Feature,Should,Developer,6.3,10,14,3,9.2,5.5,1,0,0,9,0.89,0,0.06,0,Done,1,0.867
15519,228,28,Remove login flow,Feature,Must,Developer,2.0,7,7,2,5.2,8.7,3,1,1,13,-0.52,1,0.58,0,In Progress,0,0.506
15520,283,17,Fix UI component,Feature,Must,Developer,4.0,12,14,3,9.0,13.3,0,1,0,16,-0.12,0,0.0,0,Done,1,0.664
15521,420,11,Refactor documentation,Feature,Could,QA,3.3,5,10,5,14.6,13.6,0,0,0,44,0.61,0,0.0,0,Done,1,0.809
15522,176,30,Improve API endpoint,Chore,Should,Developer,1.1,12,21,1,2.4,2.9,1,0,0,25,-0.05,1,0.37,0,Done,1,0.767
15523,368,6,Remove UI component,Feature,Should,Developer,0.7,7,14,2,2.7,3.5,0,2,0,12,1.0,0,0.48,0,Done,1,0.648
15524,472,37,Refactor documentation,Refactor,Must,Developer,5.8,6,14,5,17.7,17.0,0,0,1,19,-0.69,1,0.44,1,Done,1,0.776
15525,375,18,Add UI component,Feature,Must,Developer,2.5,8,7,8,25.4,29.3,3,0,0,20,0.77,0,0.33,0,Done,1,0.738
15526,128,33,Refactor documentation,Feature,Must,Developer,5.7,4,14,3,6.7,10.5,2,2,0,1,0.28,1,0.84,0,Done,1,0.561
15527,339,4,Implement deployment script,Feature,Should,Developer,2.8,12,14,8,25.3,35.1,1,2,2,8,0.16,1,0.93,0,Done,1,0.564
15528,141,20,Investigate API endpoint,Feature,Must,Developer,6.4,5,21,2,8.4,7.5,1,1,0,13,-0.7,0,0.31,0,Done,1,0.765
15529,239,17,Create database query,Feature,Should,Developer,1.7,7,7,8,23.6,34.4,3,0,1,16,0.44,1,0.73,0,Done,1,0.664
15530,318,15,Refactor login flow,Spike,Must,Developer,3.5,7,14,3,10.5,13.3,2,0,0,19,1.0,0,0.26,0,In Progress,0,0.755
15531,147,21,Improve caching layer,Feature,Must,Developer,1.3,4,14,3,8.0,11.8,3,1,0,28,0.46,0,0.14,0,In Progress,0,0.58
15532,2,27,Fix API endpoint,Bug,Should,Developer,0.9,5,14,1,5.3,4.9,1,1,1,13,1.0,1,1.0,1,Done,1,0.722
15533,419,38,Fix test suite,Documentation,Should,Developer,3.6,4,10,3,7.9,5.6,2,0,0,25,0.4,1,0.69,1,Done,1,0.803
15534,364,33,Optimize login flow,Feature,Could,Developer,4.3,5,14,13,36.8,50.7,2,2,0,12,-0.48,1,0.88,1,Done,1,0.523
15535,62,10,Create API endpoint,Refactor,Should,Developer,6.5,3,14,2,2.6,2.0,0,0,0,24,-0.1,1,1.0,0,Done,1,0.871
15536,189,40,Fix error handling,Chore,Must,DevOps,1.7,9,14,5,10.7,13.9,1,1,1,0,1.0,1,0.44,0,Done,1,0.68
15537,131,20,Implement API endpoint,Feature,Must,PM,7.5,12,14,8,30.3,30.5,1,0,0,15,0.27,0,0.0,0,Done,1,0.812
15538,489,19,Optimize API endpoint,Feature,Should,Developer,1.1,6,14,5,12.3,15.1,2,1,1,13,0.3,1,0.79,0,In Progress,0,0.663
15539,471,1,Refactor error handling,Chore,Must,Developer,1.9,5,14,3,9.6,9.9,2,1,1,17,-0.33,1,0.61,0,To Do,0,0.685
15540,346,27,Optimize documentation,Feature,Must,Developer,5.1,6,14,13,38.0,37.3,0,0,0,5,-0.46,1,0.68,1,Done,1,0.798
15541,221,36,Implement deployment script,Feature,Should,Designer,3.8,12,21,2,6.9,11.5,1,1,2,35,0.34,1,0.24,0,Blocked,0,0.563
15542,27,12,Fix database query,Bug,Should,DevOps,5.5,8,14,1,8.1,7.7,2,0,0,13,0.45,1,0.9,0,Done,1,0.821
15543,124,35,Refactor API endpoint,Feature,Must,DevOps,2.1,8,10,5,14.3,15.8,0,2,0,32,0.54,1,0.75,0,To Do,0,0.681
15544,47,4,Create caching layer,Chore,Should,Designer,5.2,4,10,2,3.5,5.1,3,3,1,11,0.87,0,0.58,0,Blocked,0,0.438
15545,395,39,Optimize deployment script,Spike,Must,Designer,4.3,11,14,5,14.1,17.9,0,2,0,16,0.35,0,0.18,0,In Progress,0,0.647
15546,45,11,Create permission check,Spike,Should,Developer,1.8,5,14,1,3.6,5.0,1,1,0,29,-0.66,0,0.51,0,In Progress,0,0.646
15547,339,20,Remove permission check,Feature,Must,Developer,2.9,3,7,2,7.2,10.4,0,0,1,9,-0.28,0,0.2,0,Done,1,0.714
15548,477,1,Remove documentation,Documentation,Should,Developer,4.8,6,7,5,14.2,14.9,1,3,0,7,0.35,1,0.77,0,Blocked,0,0.602
15549,154,36,Implement deployment script,Refactor,Should,Developer,2.9,4,14,8,26.4,46.8,0,3,1,10,-0.34,1,0.71,0,Blocked,1,0.424
15550,343,21,Create UI component,Bug,Must,Developer,4.9,12,21,3,8.5,11.8,1,2,0,9,-1.0,1,0.65,0,Done,1,0.594
15551,440,39,Implement caching layer,Refactor,Must,DevOps,5.7,3,14,2,5.2,5.0,1,0,0,14,0.91,1,0.77,0,Done,1,0.84
15552,214,15,Add error handling,Chore,Could,DevOps,3.2,10,21,3,6.5,4.5,0,1,0,8,-0.82,0,0.47,0,Done,1,0.805
15553,225,3,Add documentation,Bug,Could,Developer,1.9,10,14,2,10.3,10.2,0,0,1,9,1.0,1,0.44,0,Done,1,0.819
15554,101,28,Update error handling,Bug,Must,Developer,1.8,4,10,5,13.6,19.0,4,1,0,6,-0.78,0,0.16,1,In Progress,0,0.485
